,year,name,count,year_total,ratio,rank
369,1886,Elizabeth,2680,144533,0.018542478188372204,4
370,1886,Minnie,2372,144533,0.016411476963738385,5
371,1886,Margaret,2275,144533,0.01574034995468163,6
372,1886,Ida,2049,144533,0.01417669321193084,7
373,1886,Bertha,2001,144533,0.013844589124974918,8
374,1886,Clara,1916,144533,0.013256488137657145,9
375,1886,Florence,1860,144533,0.012869033369541904,10
376,1886,Alice,1811,144533,0.012530010447441068,11
377,1886,Bessie,1791,144533,0.012391633744542769,12
378,1886,Annie,1765,144533,0.012211744030774978,13
379,1886,Ethel,1699,144533,0.011755100911210589,15
380,1886,Sarah,1569,144533,0.010855652342371638,16
381,1886,Laura,1372,144533,0.009492641818823384,22
382,1886,Lillian,1282,144533,0.008869946655781032,24
383,1886,Helen,1267,144533,0.008766164128607307,25
384,1886,Frances,1059,144533,0.007327046418464987,38
385,1886,Marie,988,144533,0.006835809123176022,44
386,1886,Ruth,581,144533,0.004019843219195616,66
387,1886,Nancy,492,144533,0.003404066891298181,72
388,1886,Amanda,370,144533,0.002559969003618551,91
389,1886,Emily,369,144533,0.002553050168473636,93
390,1886,Charlotte,368,144533,0.0025461313333287206,94
391,1886,Rebecca,355,144533,0.002456186476444826,95
392,1886,Virginia,353,144533,0.0024423488061549956,96
393,1886,Amelia,326,144533,0.0022555402572422907,101
394,1886,Susan,323,144533,0.0022347837518075456,102
395,1886,Mildred,289,144533,0.0019995433568804357,107
396,1886,Hannah,254,144533,0.0017573841268084106,116
397,1886,Dorothy,230,144533,0.0015913320833304504,122
398,1886,Amy,226,144533,0.0015636567427507904,126
399,1886,Sophia,218,144533,0.0015083060615914705,128
400,1886,Rachel,213,144533,0.0014737118858668954,130
401,1886,Barbara,207,144533,0.0014321988749974055,133
402,1886,Evelyn,203,144533,0.0014045235344177455,135
403,1886,Betty,167,144533,0.0011554454692008053,147
404,1886,Carolyn,82,144533,0.0005673444818830301,222
405,1886,Isabella,80,144533,0.0005535068115932001,228
406,1886,Olivia,72,144533,0.0004981561304338802,241
407,1886,Melissa,58,144533,0.00040129243840507015,274
408,1886,Cynthia,56,144533,0.0003874547681152401,277
409,1886,Linda,49,144533,0.0003390229221008351,294
410,1886,Kathleen,43,144533,0.0002975099112313451,318
411,1886,Chloe,34,144533,0.00023524039492711006,365
412,1886,Donna,29,144533,0.00020064621920253507,400
413,1886,Doris,28,144533,0.00019372738405762005,406
414,1886,Ava,27,144533,0.00018680854891270506,416
415,1886,Angela,24,144533,0.00016605204347796006,439
416,1886,Julie,23,144533,0.00015913320833304504,451
417,1886,Luna,20,144533,0.00013837670289830003,491
418,1886,Shirley,16,144533,0.00011070136231864004,556
419,1886,Joan,16,144533,0.00011070136231864004,556
420,1886,Abigail,15,144533,0.00010378252717372503,572
421,1886,Judith,14,144533,0.00009686369202881003,606
422,1886,Carol,13,144533,0.00008994485688389502,633
423,1886,Samantha,13,144533,0.00008994485688389502,633
424,1886,Jessica,11,144533,0.00007610718659406502,693
425,1886,Deborah,10,144533,0.00006918835144915002,731
426,1886,Sofia,10,144533,0.00006918835144915002,731
427,1886,Karen,9,144533,0.00006226951630423503,778
428,1886,Crystal,8,144533,0.00005535068115932002,828
429,1886,Patricia,8,144533,0.00005535068115932002,828
430,1886,Lisa,6,144533,0.000041513010869490014,993
431,1886,Tracy,5,144533,0.00003459417572457501,1108
432,1887,Mary,9888,145981,0.0677348422054925,1
433,1887,Anna,4227,145981,0.028955823018063993,2
434,1887,Elizabeth,2681,145981,0.018365403716922066,3
435,1887,Emma,2647,145981,0.018132496694775346,4
436,1887,Margaret,2419,145981,0.016570649605085593,5
437,1887,Minnie,2215,145981,0.015173207472205286,6
438,1887,Bertha,2037,145981,0.013953870709201883,7
439,1887,Clara,1984,145981,0.013590809762914352,8
440,1887,Florence,1964,145981,0.013453805632239812,9
441,1887,Ida,1929,145981,0.013214048403559367,10
442,1887,Ethel,1907,145981,0.013063343859817373,11
443,1887,Annie,1844,145981,0.012631780848192572,12
444,1887,Bessie,1838,145981,0.012590679608990211,13
445,1887,Alice,1819,145981,0.012460525684849398,14
446,1887,Sarah,1436,145981,0.00983689658243196,20
447,1887,Helen,1405,145981,0.009624540179886424,21
448,1887,Laura,1364,145981,0.009343681712003617,22
449,1887,Lillian,1308,145981,0.008960070146114905,26
450,1887,Frances,1105,145981,0.007569478219768326,34
451,1887,Marie,994,145981,0.00680910529452463,43
452,1887,Ruth,627,145981,0.004295079496646824,62
453,1887,Nancy,511,145981,0.0035004555387344928,71
454,1887,Mildred,373,145981,0.002555127037080168,89
455,1887,Charlotte,351,145981,0.002404422493338174,91
456,1887,Amelia,344,145981,0.002356471047602085,93
457,1887,Amanda,338,145981,0.0023153698083997233,96
458,1887,Susan,335,145981,0.0022948191887985424,98
459,1887,Emily,335,145981,0.0022948191887985424,98
460,1887,Virginia,332,145981,0.0022742685691973614,101
461,1887,Hannah,279,145981,0.0019112076229098308,109
462,1887,Rebecca,275,145981,0.0018838067967749228,110
463,1887,Dorothy,272,145981,0.0018632561771737418,111
464,1887,Amy,251,145981,0.001719401839965475,120
465,1887,Rachel,226,145981,0.0015481466766223,126
466,1887,Barbara,204,145981,0.0013974421328803064,132
467,1887,Evelyn,194,145981,0.0013289400675430365,135
468,1887,Sophia,192,145981,0.0013152396544755824,136
469,1887,Betty,178,145981,0.0012193367630034045,144
470,1887,Carolyn,97,145981,0.0006644700337715183,208
471,1887,Olivia,69,145981,0.00047266425082716245,252
472,1887,Isabella,58,145981,0.00039731197895616555,278
473,1887,Cynthia,55,145981,0.00037676135935498455,287
474,1887,Linda,50,145981,0.0003425103266863496,302
475,1887,Kathleen,50,145981,0.0003425103266863496,302
476,1887,Chloe,41,145981,0.00028085846788280665,332
477,1887,Donna,38,145981,0.0002603078482816257,348
478,1887,Doris,38,145981,0.0002603078482816257,348
479,1887,Ava,36,145981,0.0002466074352141717,360
480,1887,Melissa,34,145981,0.00023290702214671773,367
481,1887,Angela,33,145981,0.00022605681561299073,372
482,1887,Luna,22,145981,0.00015070454374199383,471
483,1887,Shirley,20,145981,0.00013700413067453982,499
484,1887,Judith,19,145981,0.00013015392414081285,512
485,1887,Julie,19,145981,0.00013015392414081285,512
486,1887,Samantha,16,145981,0.00010960330453963188,560
487,1887,Carol,15,145981,0.00010275309800590488,586
488,1887,Joan,15,145981,0.00010275309800590488,586
489,1887,Deborah,15,145981,0.00010275309800590488,586
490,1887,Abigail,13,145981,0.0000890526849384509,633
491,1887,Patricia,10,145981,0.00006850206533726991,733
492,1887,Karen,9,145981,0.00006165185880354293,788
493,1887,Jessica,8,145981,0.00005480165226981594,860
494,1887,Sofia,5,145981,0.000034251032668634956,1147
495,1887,Tracy,5,145981,0.000034251032668634956,1147
496,1888,Mary,11754,178622,0.0658037643739293,1
497,1888,Anna,4982,178622,0.027891301183504833,2
498,1888,Elizabeth,3224,178622,0.018049288441513364,3
499,1888,Emma,3087,178622,0.017282305651039626,4
500,1888,Margaret,2904,178622,0.01625779579223164,5
501,1888,Minnie,2654,178622,0.014858192159980294,6
502,1888,Bertha,2450,178622,0.013716115596063195,7
503,1888,Florence,2444,178622,0.013682525108889163,8
504,1888,Ethel,2374,178622,0.013290636091858786,9
505,1888,Bessie,2278,178622,0.012753188297074268,10
506,1888,Clara,2230,178622,0.01248446439968201,11
507,1888,Ida,2229,178622,0.012478865985153005,12
508,1888,Alice,2202,178622,0.01232770879286986,13
509,1888,Annie,2188,178622,0.012249330989463784,14
510,1888,Helen,1847,178622,0.010340271635072947,16
511,1888,Sarah,1755,178622,0.009825217498404452,20
512,1888,Lillian,1656,178622,0.00927097446003292,23
513,1888,Laura,1624,178622,0.009091825195104746,25
514,1888,Frances,1452,178622,0.00812889789611582,30
515,1888,Marie,1258,178622,0.007042805477488775,40
516,1888,Ruth,850,178622,0.004758652349654578,59
517,1888,Nancy,582,178622,0.0032582772558811344,76
518,1888,Mildred,499,178622,0.0027936088499736873,83
519,1888,Charlotte,464,178622,0.002597664341458499,88
520,1888,Emily,457,178622,0.0025584754397554614,90
521,1888,Amanda,404,178622,0.0022617594697181757,97
522,1888,Virginia,385,178622,0.0021553895936670736,100
523,1888,Dorothy,373,178622,0.0020882086193190087,103
524,1888,Susan,363,178622,0.002032224474028955,106
